angle,sin,cos
53b,539,3fc9
53c,53a,3fc9
53d,53b,3fc9
53e,53c,3fc9
53f,53d,3fc8
540,53e,3fc8
541,53f,3fc8
542,540,3fc8
543,541,3fc8
544,542,3fc8
545,543,3fc8
546,544,3fc8
547,545,3fc8
548,546,3fc8
549,547,3fc8
54a,548,3fc8
54b,549,3fc8
54c,54a,3fc7
54d,54b,3fc7
54e,54c,3fc7
54f,54d,3fc7
550,54e,3fc7
551,54f,3fc7
552,550,3fc7
553,551,3fc7
554,552,3fc7
555,553,3fc7
556,554,3fc7
557,555,3fc7
558,556,3fc6
559,557,3fc6
55a,558,3fc6
55b,559,3fc6
55c,55a,3fc6
55d,55b,3fc6
55e,55c,3fc6
55f,55d,3fc6
560,55e,3fc6
561,55f,3fc6
562,560,3fc6
563,561,3fc6
564,562,3fc5
565,563,3fc5
566,564,3fc5
567,565,3fc5
568,566,3fc5
569,567,3fc5
56a,568,3fc5
56b,569,3fc5
56c,56a,3fc5
56d,56b,3fc5
56e,56c,3fc5
56f,56d,3fc4
570,56e,3fc4
571,56f,3fc4
572,570,3fc4
573,571,3fc4
574,572,3fc4
575,573,3fc4
576,574,3fc4
577,575,3fc4
578,576,3fc4
579,577,3fc4
57a,578,3fc4
57b,579,3fc3
57c,57a,3fc3
57d,57b,3fc3
57e,57c,3fc3
57f,57d,3fc3
580,57e,3fc3
581,57f,3fc3
582,580,3fc3
583,581,3fc3
584,582,3fc3
585,583,3fc3
586,584,3fc3
587,585,3fc2
588,586,3fc2
589,587,3fc2
58a,588,3fc2
58b,589,3fc2
58c,58a,3fc2
58d,58b,3fc2
58e,58c,3fc2
58f,58d,3fc2
590,58e,3fc2
591,58f,3fc2
592,590,3fc1
593,591,3fc1
594,592,3fc1
595,593,3fc1
596,594,3fc1
597,595,3fc1
598,596,3fc1
599,597,3fc1
59a,598,3fc1
59b,599,3fc1
59c,59a,3fc1
59d,59b,3fc1
59e,59c,3fc0
59f,59d,3fc0
5a0,59e,3fc0
5a1,59f,3fc0
5a2,5a0,3fc0
5a3,5a1,3fc0
5a4,5a2,3fc0
5a5,5a3,3fc0
5a6,5a4,3fc0
5a7,5a5,3fc0
5a8,5a6,3fc0
5a9,5a7,3fbf
5aa,5a8,3fbf
5ab,5a9,3fbf
5ac,5aa,3fbf
5ad,5ab,3fbf
5ae,5ac,3fbf
5af,5ad,3fbf
5b0,5ae,3fbf
5b1,5af,3fbf
5b2,5b0,3fbf
5b3,5b1,3fbf
5b4,5b2,3fbe
5b5,5b3,3fbe
5b6,5b4,3fbe
5b7,5b5,3fbe
5b8,5b6,3fbe
5b9,5b7,3fbe
5ba,5b8,3fbe
5bb,5b9,3fbe
5bc,5ba,3fbe
5bd,5bb,3fbe
5be,5bc,3fbe
5bf,5bd,3fbe
5c0,5be,3fbd
5c1,5bf,3fbd
5c2,5c0,3fbd
5c3,5c1,3fbd
5c4,5c2,3fbd
5c5,5c3,3fbd
5c6,5c3,3fbd
5c7,5c4,3fbd
5c8,5c5,3fbd
5c9,5c6,3fbd
5ca,5c7,3fbd
5cb,5c8,3fbc
5cc,5c9,3fbc
5cd,5ca,3fbc
5ce,5cb,3fbc
5cf,5cc,3fbc
5d0,5cd,3fbc
5d1,5ce,3fbc
5d2,5cf,3fbc
5d3,5d0,3fbc
5d4,5d1,3fbc
5d5,5d2,3fbc
5d6,5d3,3fbb
5d7,5d4,3fbb
5d8,5d5,3fbb
5d9,5d6,3fbb
5da,5d7,3fbb
5db,5d8,3fbb
5dc,5d9,3fbb
5dd,5da,3fbb
5de,5db,3fbb
5df,5dc,3fbb
5e0,5dd,3fbb
5e1,5de,3fba
5e2,5df,3fba
5e3,5e0,3fba
5e4,5e1,3fba
5e5,5e2,3fba
5e6,5e3,3fba
5e7,5e4,3fba
5e8,5e5,3fba
5e9,5e6,3fba
5ea,5e7,3fba
5eb,5e8,3fba
5ec,5e9,3fb9
5ed,5ea,3fb9
5ee,5eb,3fb9
5ef,5ec,3fb9
5f0,5ed,3fb9
5f1,5ee,3fb9
5f2,5ef,3fb9
5f3,5f0,3fb9
5f4,5f1,3fb9
5f5,5f2,3fb9
5f6,5f3,3fb8
5f7,5f4,3fb8
5f8,5f5,3fb8
5f9,5f6,3fb8
5fa,5f7,3fb8
5fb,5f8,3fb8
5fc,5f9,3fb8
5fd,5fa,3fb8
5fe,5fb,3fb8
5ff,5fc,3fb8
600,5fd,3fb8
601,5fe,3fb7
602,5ff,3fb7
603,600,3fb7
604,601,3fb7
605,602,3fb7
606,603,3fb7
607,604,3fb7
608,605,3fb7
609,606,3fb7
60a,607,3fb7
60b,608,3fb7
60c,609,3fb6
60d,60a,3fb6
60e,60b,3fb6
60f,60c,3fb6
610,60d,3fb6
611,60e,3fb6
612,60f,3fb6
613,610,3fb6
614,611,3fb6
615,612,3fb6
616,613,3fb5
617,614,3fb5
618,615,3fb5
619,616,3fb5
61a,617,3fb5
61b,618,3fb5
61c,619,3fb5
61d,61a,3fb5
61e,61b,3fb5
61f,61c,3fb5
620,61d,3fb5
621,61e,3fb4
622,61f,3fb4
623,620,3fb4
624,621,3fb4
625,622,3fb4
626,623,3fb4
627,624,3fb4
628,625,3fb4
629,626,3fb4
62a,627,3fb4
62b,628,3fb3
62c,629,3fb3
62d,62a,3fb3
62e,62b,3fb3
62f,62c,3fb3
630,62d,3fb3
631,62e,3fb3
632,62f,3fb3
633,630,3fb3
634,631,3fb3
635,632,3fb3
636,633,3fb2
637,634,3fb2
638,635,3fb2
639,636,3fb2
63a,637,3fb2
63b,638,3fb2
63c,639,3fb2
63d,63a,3fb2
63e,63b,3fb2
63f,63c,3fb2
640,63d,3fb1
641,63e,3fb1
642,63f,3fb1
643,640,3fb1
644,641,3fb1
645,642,3fb1
646,643,3fb1
647,644,3fb1
648,645,3fb1
649,646,3fb1
64a,647,3fb0
64b,648,3fb0
64c,649,3fb0
64d,64a,3fb0
64e,64b,3fb0
64f,64c,3fb0
650,64d,3fb0
651,64e,3fb0
652,64f,3fb0
653,650,3fb0
654,651,3faf
655,652,3faf
656,653,3faf
657,654,3faf
658,655,3faf
659,656,3faf
65a,657,3faf
65b,658,3faf
65c,659,3faf
65d,65a,3faf
65e,65b,3fae
65f,65c,3fae
660,65d,3fae
661,65e,3fae
662,65f,3fae
663,660,3fae
664,661,3fae
665,662,3fae
666,663,3fae
667,664,3fae
668,665,3fad
669,666,3fad
66a,667,3fad
66b,668,3fad
66c,669,3fad
66d,66a,3fad
66e,66b,3fad
66f,66c,3fad
670,66d,3fad
671,66e,3fad
672,66f,3fac
673,670,3fac
674,671,3fac
675,672,3fac
676,673,3fac
677,674,3fac
678,675,3fac
679,676,3fac
67a,677,3fac
67b,678,3fac
67c,679,3fab
67d,67a,3fab
67e,67b,3fab
67f,67c,3fab
680,67d,3fab
681,67e,3fab
682,67f,3fab
683,680,3fab
684,681,3fab
685,682,3fab
686,683,3faa
687,684,3faa
688,685,3faa
689,686,3faa
68a,687,3faa
68b,688,3faa
68c,689,3faa
68d,68a,3faa
68e,68b,3faa
68f,68c,3faa
690,68d,3fa9
691,68e,3fa9
692,68f,3fa9
693,690,3fa9
694,691,3fa9
695,692,3fa9
696,693,3fa9
697,694,3fa9
698,695,3fa9
699,696,3fa9
69a,697,3fa8
69b,697,3fa8
69c,698,3fa8
69d,699,3fa8
69e,69a,3fa8
69f,69b,3fa8
6a0,69c,3fa8
6a1,69d,3fa8
6a2,69e,3fa8
6a3,69f,3fa7
6a4,6a0,3fa7
6a5,6a1,3fa7
6a6,6a2,3fa7
6a7,6a3,3fa7
6a8,6a4,3fa7
6a9,6a5,3fa7
6aa,6a6,3fa7
6ab,6a7,3fa7
6ac,6a8,3fa7
6ad,6a9,3fa6
6ae,6aa,3fa6
6af,6ab,3fa6
6b0,6ac,3fa6
6b1,6ad,3fa6
6b2,6ae,3fa6
6b3,6af,3fa6
6b4,6b0,3fa6
6b5,6b1,3fa6
6b6,6b2,3fa6
6b7,6b3,3fa5
6b8,6b4,3fa5
6b9,6b5,3fa5
6ba,6b6,3fa5
6bb,6b7,3fa5
6bc,6b8,3fa5
6bd,6b9,3fa5
6be,6ba,3fa5
6bf,6bb,3fa5
6c0,6bc,3fa4
6c1,6bd,3fa4
6c2,6be,3fa4
6c3,6bf,3fa4
6c4,6c0,3fa4
6c5,6c1,3fa4
6c6,6c2,3fa4
6c7,6c3,3fa4
6c8,6c4,3fa4
6c9,6c5,3fa4
6ca,6c6,3fa3
6cb,6c7,3fa3
6cc,6c8,3fa3
6cd,6c9,3fa3
6ce,6ca,3fa3
6cf,6cb,3fa3
6d0,6cc,3fa3
6d1,6cd,3fa3
6d2,6ce,3fa3
6d3,6cf,3fa2
6d4,6d0,3fa2
6d5,6d1,3fa2
6d6,6d2,3fa2
6d7,6d3,3fa2
6d8,6d4,3fa2
6d9,6d5,3fa2
6da,6d6,3fa2
6db,6d7,3fa2
6dc,6d8,3fa1
6dd,6d9,3fa1
6de,6da,3fa1
6df,6db,3fa1
6e0,6dc,3fa1
6e1,6dd,3fa1
6e2,6de,3fa1
6e3,6df,3fa1
6e4,6e0,3fa1
6e5,6e1,3fa1
6e6,6e2,3fa0
6e7,6e3,3fa0
6e8,6e4,3fa0
6e9,6e5,3fa0
6ea,6e6,3fa0
6eb,6e7,3fa0
6ec,6e8,3fa0
6ed,6e9,3fa0
6ee,6ea,3fa0
6ef,6eb,3f9f
6f0,6ec,3f9f
6f1,6ed,3f9f
6f2,6ee,3f9f
6f3,6ef,3f9f
6f4,6f0,3f9f
6f5,6f1,3f9f
6f6,6f2,3f9f
6f7,6f3,3f9f
6f8,6f4,3f9e
6f9,6f5,3f9e
6fa,6f6,3f9e
6fb,6f7,3f9e
6fc,6f8,3f9e
6fd,6f9,3f9e
6fe,6fa,3f9e
6ff,6fb,3f9e
700,6fc,3f9e
701,6fd,3f9d
702,6fe,3f9d
703,6ff,3f9d
704,700,3f9d
705,701,3f9d
706,702,3f9d
707,703,3f9d
708,704,3f9d
709,705,3f9d
70a,706,3f9d
70b,707,3f9c
70c,708,3f9c
70d,709,3f9c
70e,70a,3f9c
70f,70b,3f9c
710,70c,3f9c
711,70d,3f9c
712,70e,3f9c
713,70f,3f9c
714,710,3f9b
715,711,3f9b
716,712,3f9b
717,713,3f9b
718,714,3f9b
719,715,3f9b
71a,716,3f9b
71b,717,3f9b
71c,718,3f9b
71d,719,3f9a
71e,71a,3f9a
71f,71b,3f9a
720,71c,3f9a
721,71d,3f9a
722,71e,3f9a
723,71f,3f9a
724,720,3f9a
725,721,3f9a
726,722,3f99
727,723,3f99
728,724,3f99
729,725,3f99
72a,726,3f99
72b,727,3f99
72c,728,3f99
72d,729,3f99
72e,72a,3f99
72f,72b,3f98
730,72c,3f98
731,72d,3f98
732,72e,3f98
733,72f,3f98
734,730,3f98
735,731,3f98
736,732,3f98
737,733,3f98
738,734,3f97
739,735,3f97
73a,736,3f97
73b,737,3f97
73c,738,3f97
73d,739,3f97
73e,73a,3f97
73f,73b,3f97
740,73c,3f96
741,73d,3f96
742,73e,3f96
743,73f,3f96
744,740,3f96
745,741,3f96
746,741,3f96
747,742,3f96
748,743,3f96
749,744,3f95
74a,745,3f95
74b,746,3f95
74c,747,3f95
74d,748,3f95
74e,749,3f95
74f,74a,3f95
750,74b,3f95
751,74c,3f95
752,74d,3f94
753,74e,3f94
754,74f,3f94
755,750,3f94
756,751,3f94
757,752,3f94
758,753,3f94
759,754,3f94
75a,755,3f94
75b,756,3f93
75c,757,3f93
75d,758,3f93
75e,759,3f93
75f,75a,3f93
760,75b,3f93
761,75c,3f93
762,75d,3f93
763,75e,3f92
764,75f,3f92
765,760,3f92
766,761,3f92
767,762,3f92
768,763,3f92
769,764,3f92
76a,765,3f92
76b,766,3f92
76c,767,3f91
76d,768,3f91
76e,769,3f91
76f,76a,3f91
770,76b,3f91
771,76c,3f91
772,76d,3f91
773,76e,3f91
774,76f,3f91
775,770,3f90
776,771,3f90
777,772,3f90
778,773,3f90
779,774,3f90
77a,775,3f90
77b,776,3f90
77c,777,3f90
77d,778,3f8f
77e,779,3f8f
77f,77a,3f8f
780,77b,3f8f
781,77c,3f8f
782,77d,3f8f
783,77e,3f8f
784,77f,3f8f
785,780,3f8f
786,781,3f8e
787,782,3f8e
788,783,3f8e
789,784,3f8e
78a,785,3f8e
78b,786,3f8e
78c,787,3f8e
78d,788,3f8e
78e,789,3f8d
78f,78a,3f8d
790,78b,3f8d
791,78c,3f8d
792,78d,3f8d
793,78e,3f8d
794,78f,3f8d
795,790,3f8d
796,791,3f8d
797,792,3f8c
798,793,3f8c
799,794,3f8c
79a,795,3f8c
79b,796,3f8c
79c,797,3f8c
79d,798,3f8c
79e,799,3f8c
79f,79a,3f8b
7a0,79b,3f8b
7a1,79c,3f8b
7a2,79d,3f8b
7a3,79e,3f8b
7a4,79f,3f8b
7a5,7a0,3f8b
7a6,7a1,3f8b
7a7,7a2,3f8b
7a8,7a3,3f8a
7a9,7a4,3f8a
7aa,7a5,3f8a
7ab,7a6,3f8a
7ac,7a7,3f8a
7ad,7a8,3f8a
7ae,7a9,3f8a
7af,7aa,3f8a
7b0,7ab,3f89
7b1,7ac,3f89
7b2,7ad,3f89
7b3,7ae,3f89
7b4,7af,3f89
7b5,7b0,3f89
7b6,7b1,3f89
7b7,7b2,3f89
7b8,7b3,3f88
7b9,7b4,3f88
7ba,7b5,3f88
7bb,7b6,3f88
7bc,7b7,3f88
7bd,7b8,3f88
7be,7b9,3f88
7bf,7ba,3f88
7c0,7bb,3f88
7c1,7bc,3f87
7c2,7bd,3f87
7c3,7be,3f87
7c4,7bf,3f87
7c5,7c0,3f87
7c6,7c1,3f87
7c7,7c2,3f87
7c8,7c3,3f87
7c9,7c4,3f86
7ca,7c5,3f86
7cb,7c6,3f86
7cc,7c7,3f86
7cd,7c8,3f86
7ce,7c9,3f86
7cf,7ca,3f86
7d0,7cb,3f86
7d1,7cc,3f85
7d2,7cd,3f85
7d3,7ce,3f85
7d4,7cf,3f85
7d5,7cf,3f85
7d6,7d0,3f85
7d7,7d1,3f85
7d8,7d2,3f85
7d9,7d3,3f84
7da,7d4,3f84
7db,7d5,3f84
7dc,7d6,3f84
7dd,7d7,3f84
7de,7d8,3f84
7df,7d9,3f84
7e0,7da,3f84
7e1,7db,3f84
7e2,7dc,3f83
7e3,7dd,3f83
7e4,7de,3f83
7e5,7df,3f83
7e6,7e0,3f83
7e7,7e1,3f83
7e8,7e2,3f83
7e9,7e3,3f83
7ea,7e4,3f82
7eb,7e5,3f82
7ec,7e6,3f82
7ed,7e7,3f82
7ee,7e8,3f82
7ef,7e9,3f82
7f0,7ea,3f82
7f1,7eb,3f82
7f2,7ec,3f81
7f3,7ed,3f81
7f4,7ee,3f81
7f5,7ef,3f81
7f6,7f0,3f81
7f7,7f1,3f81
7f8,7f2,3f81
7f9,7f3,3f81
7fa,7f4,3f80
7fb,7f5,3f80
7fc,7f6,3f80
7fd,7f7,3f80
7fe,7f8,3f80
7ff,7f9,3f80
800,7fa,3f80
801,7fb,3f80
802,7fc,3f7f
803,7fd,3f7f
804,7fe,3f7f
805,7ff,3f7f
806,800,3f7f
807,801,3f7f
808,802,3f7f
809,803,3f7f
80a,804,3f7e
80b,805,3f7e
80c,806,3f7e
80d,807,3f7e
80e,808,3f7e
80f,809,3f7e
810,80a,3f7e
811,80b,3f7e
812,80c,3f7d
813,80d,3f7d
814,80e,3f7d
815,80f,3f7d
816,810,3f7d
817,811,3f7d
818,812,3f7d
819,813,3f7d
81a,814,3f7c
81b,815,3f7c
81c,816,3f7c
81d,817,3f7c
81e,818,3f7c
81f,819,3f7c
820,81a,3f7c
821,81b,3f7c
822,81c,3f7b
823,81d,3f7b
824,81e,3f7b
825,81f,3f7b
826,820,3f7b
827,821,3f7b
828,822,3f7b
829,823,3f7b
82a,824,3f7a
82b,825,3f7a
82c,826,3f7a
82d,827,3f7a
82e,828,3f7a
82f,829,3f7a
830,82a,3f7a
831,82b,3f79
832,82c,3f79
833,82d,3f79
834,82e,3f79
835,82f,3f79
836,830,3f79
837,831,3f79
838,832,3f79
839,833,3f78
83a,834,3f78
83b,835,3f78
83c,836,3f78
83d,837,3f78
83e,838,3f78
83f,839,3f78
840,83a,3f78
841,83b,3f77
842,83c,3f77
843,83d,3f77
844,83e,3f77
845,83f,3f77
846,840,3f77
847,841,3f77
848,842,3f77
849,843,3f76
84a,844,3f76
84b,845,3f76
84c,846,3f76
84d,847,3f76
84e,848,3f76
84f,849,3f76
850,84a,3f75
851,84b,3f75
852,84c,3f75
853,84c,3f75
854,84d,3f75
855,84e,3f75
856,84f,3f75
857,850,3f75
858,851,3f74
859,852,3f74
85a,853,3f74
85b,854,3f74
85c,855,3f74
85d,856,3f74
85e,857,3f74
85f,858,3f74
860,859,3f73
861,85a,3f73
862,85b,3f73
863,85c,3f73
864,85d,3f73
865,85e,3f73
866,85f,3f73
867,860,3f73
868,861,3f72
869,862,3f72
86a,863,3f72
86b,864,3f72
86c,865,3f72
86d,866,3f72
86e,867,3f72
86f,868,3f71
870,869,3f71
871,86a,3f71
872,86b,3f71
873,86c,3f71
874,86d,3f71
875,86e,3f71
876,86f,3f71
877,870,3f70
878,871,3f70
879,872,3f70
87a,873,3f70
87b,874,3f70
87c,875,3f70
87d,876,3f70
87e,877,3f6f
87f,878,3f6f
880,879,3f6f
881,87a,3f6f
882,87b,3f6f
883,87c,3f6f
884,87d,3f6f
885,87e,3f6f
886,87f,3f6e
887,880,3f6e
888,881,3f6e
889,882,3f6e
88a,883,3f6e
88b,884,3f6e
88c,885,3f6e
88d,886,3f6d
88e,887,3f6d
88f,888,3f6d
890,889,3f6d
891,88a,3f6d
892,88b,3f6d
893,88c,3f6d
894,88d,3f6d
895,88e,3f6c
896,88f,3f6c
897,890,3f6c
898,891,3f6c
899,892,3f6c
89a,893,3f6c
89b,894,3f6c
89c,895,3f6b
89d,896,3f6b
89e,897,3f6b
89f,898,3f6b
8a0,899,3f6b
8a1,89a,3f6b
8a2,89b,3f6b
8a3,89c,3f6b
8a4,89d,3f6a
8a5,89e,3f6a
8a6,89f,3f6a
8a7,8a0,3f6a
8a8,8a1,3f6a
8a9,8a2,3f6a
8aa,8a3,3f6a
8ab,8a4,3f69
8ac,8a5,3f69
8ad,8a6,3f69
8ae,8a7,3f69
8af,8a8,3f69
8b0,8a9,3f69
8b1,8aa,3f69
8b2,8ab,3f69
8b3,8ac,3f68
8b4,8ad,3f68
8b5,8ae,3f68
8b6,8af,3f68
8b7,8b0,3f68
8b8,8b1,3f68
8b9,8b2,3f68
8ba,8b3,3f67
8bb,8b4,3f67
8bc,8b5,3f67
8bd,8b6,3f67
8be,8b7,3f67
8bf,8b8,3f67
8c0,8b9,3f67
8c1,8ba,3f66
8c2,8bb,3f66
8c3,8bc,3f66
8c4,8bc,3f66
8c5,8bd,3f66
8c6,8be,3f66
8c7,8bf,3f66
8c8,8c0,3f66
8c9,8c1,3f65
8ca,8c2,3f65
8cb,8c3,3f65
8cc,8c4,3f65
8cd,8c5,3f65
8ce,8c6,3f65
8cf,8c7,3f65
8d0,8c8,3f64
8d1,8c9,3f64
8d2,8ca,3f64
8d3,8cb,3f64
8d4,8cc,3f64
8d5,8cd,3f64
8d6,8ce,3f64
8d7,8cf,3f63
8d8,8d0,3f63
8d9,8d1,3f63
8da,8d2,3f63
8db,8d3,3f63
8dc,8d4,3f63
8dd,8d5,3f63
8de,8d6,3f62
8df,8d7,3f62
8e0,8d8,3f62
8e1,8d9,3f62
8e2,8da,3f62
8e3,8db,3f62
8e4,8dc,3f62
8e5,8dd,3f62
8e6,8de,3f61
8e7,8df,3f61
8e8,8e0,3f61
8e9,8e1,3f61
8ea,8e2,3f61
8eb,8e3,3f61
8ec,8e4,3f61
8ed,8e5,3f60
8ee,8e6,3f60
8ef,8e7,3f60
8f0,8e8,3f60
8f1,8e9,3f60
8f2,8ea,3f60
8f3,8eb,3f60
8f4,8ec,3f5f
8f5,8ed,3f5f
8f6,8ee,3f5f
8f7,8ef,3f5f
8f8,8f0,3f5f
8f9,8f1,3f5f
8fa,8f2,3f5f
8fb,8f3,3f5e
8fc,8f4,3f5e
8fd,8f5,3f5e
8fe,8f6,3f5e
8ff,8f7,3f5e
900,8f8,3f5e
901,8f9,3f5e
902,8fa,3f5d
903,8fb,3f5d
904,8fc,3f5d
905,8fd,3f5d
906,8fe,3f5d
907,8ff,3f5d
908,900,3f5d
909,901,3f5d
90a,902,3f5c
90b,903,3f5c
90c,904,3f5c
90d,905,3f5c
90e,906,3f5c
90f,907,3f5c
910,908,3f5c
911,909,3f5b
912,90a,3f5b
913,90b,3f5b
914,90c,3f5b
915,90d,3f5b
916,90e,3f5b
917,90f,3f5b
918,910,3f5a
919,911,3f5a
91a,912,3f5a
91b,913,3f5a
91c,914,3f5a
91d,915,3f5a
91e,916,3f5a
91f,917,3f59
920,918,3f59
921,919,3f59
922,91a,3f59
923,91b,3f59
924,91c,3f59
925,91d,3f59
926,91e,3f58
927,91f,3f58
928,920,3f58
929,921,3f58
92a,921,3f58
92b,922,3f58
92c,923,3f58
92d,924,3f57
92e,925,3f57
92f,926,3f57
930,927,3f57
931,928,3f57
932,929,3f57
933,92a,3f57
934,92b,3f56
935,92c,3f56
936,92d,3f56
937,92e,3f56
938,92f,3f56
939,930,3f56
93a,931,3f56
93b,932,3f55
93c,933,3f55
93d,934,3f55
93e,935,3f55
93f,936,3f55
940,937,3f55
941,938,3f55
942,939,3f54
943,93a,3f54
944,93b,3f54
945,93c,3f54
946,93d,3f54
947,93e,3f54
948,93f,3f54
949,940,3f53
94a,941,3f53
94b,942,3f53
94c,943,3f53
94d,944,3f53
94e,945,3f53
94f,946,3f53
950,947,3f52
951,948,3f52
952,949,3f52
953,94a,3f52
954,94b,3f52
955,94c,3f52
956,94d,3f51
957,94e,3f51
958,94f,3f51
959,950,3f51
95a,951,3f51
95b,952,3f51
95c,953,3f51
95d,954,3f50
95e,955,3f50
95f,956,3f50
960,957,3f50
961,958,3f50
962,959,3f50
963,95a,3f50
964,95b,3f4f
965,95c,3f4f
966,95d,3f4f
967,95e,3f4f
968,95f,3f4f
969,960,3f4f
96a,961,3f4f
96b,962,3f4e
96c,963,3f4e
96d,964,3f4e
96e,965,3f4e
96f,966,3f4e
970,967,3f4e
971,968,3f4e
972,969,3f4d
973,96a,3f4d
974,96b,3f4d
975,96c,3f4d
976,96d,3f4d
977,96e,3f4d
978,96f,3f4d
979,970,3f4c
97a,971,3f4c
97b,972,3f4c
97c,973,3f4c
97d,974,3f4c
97e,975,3f4c
97f,976,3f4b
980,977,3f4b
981,978,3f4b
982,979,3f4b
983,97a,3f4b
984,97b,3f4b
985,97c,3f4b
986,97d,3f4a
987,97e,3f4a
988,97e,3f4a
989,97f,3f4a
98a,980,3f4a
98b,981,3f4a
98c,982,3f4a
98d,983,3f49
98e,984,3f49
98f,985,3f49
990,986,3f49
991,987,3f49
992,988,3f49
993,989,3f49
994,98a,3f48
995,98b,3f48
996,98c,3f48
997,98d,3f48
998,98e,3f48
999,98f,3f48
99a,990,3f47
99b,991,3f47
99c,992,3f47
99d,993,3f47
99e,994,3f47
99f,995,3f47
9a0,996,3f47
9a1,997,3f46
9a2,998,3f46
9a3,999,3f46
9a4,99a,3f46
9a5,99b,3f46
9a6,99c,3f46
9a7,99d,3f46
9a8,99e,3f45
9a9,99f,3f45
9aa,9a0,3f45
9ab,9a1,3f45
9ac,9a2,3f45
9ad,9a3,3f45
9ae,9a4,3f44
9af,9a5,3f44
9b0,9a6,3f44
9b1,9a7,3f44
9b2,9a8,3f44
9b3,9a9,3f44
9b4,9aa,3f44
9b5,9ab,3f43
9b6,9ac,3f43
9b7,9ad,3f43
9b8,9ae,3f43
9b9,9af,3f43
9ba,9b0,3f43
9bb,9b1,3f43
9bc,9b2,3f42
9bd,9b3,3f42
9be,9b4,3f42
9bf,9b5,3f42
9c0,9b6,3f42
9c1,9b7,3f42
9c2,9b8,3f41
9c3,9b9,3f41
9c4,9ba,3f41
9c5,9bb,3f41
9c6,9bc,3f41
9c7,9bd,3f41
9c8,9be,3f41
9c9,9bf,3f40
9ca,9c0,3f40
9cb,9c1,3f40
9cc,9c2,3f40
9cd,9c3,3f40
9ce,9c4,3f40
9cf,9c5,3f3f
9d0,9c6,3f3f
9d1,9c7,3f3f
9d2,9c8,3f3f
9d3,9c9,3f3f
9d4,9ca,3f3f
9d5,9cb,3f3f
9d6,9cc,3f3e
9d7,9cd,3f3e
9d8,9ce,3f3e
9d9,9cf,3f3e
9da,9d0,3f3e
9db,9d1,3f3e
9dc,9d2,3f3d
9dd,9d3,3f3d
9de,9d4,3f3d
9df,9d4,3f3d
9e0,9d5,3f3d
9e1,9d6,3f3d
9e2,9d7,3f3d
9e3,9d8,3f3c
9e4,9d9,3f3c
9e5,9da,3f3c
9e6,9db,3f3c
9e7,9dc,3f3c
9e8,9dd,3f3c
9e9,9de,3f3b
9ea,9df,3f3b
9eb,9e0,3f3b
9ec,9e1,3f3b
9ed,9e2,3f3b
9ee,9e3,3f3b
9ef,9e4,3f3b
9f0,9e5,3f3a
9f1,9e6,3f3a
9f2,9e7,3f3a
9f3,9e8,3f3a
9f4,9e9,3f3a
9f5,9ea,3f3a
9f6,9eb,3f39
9f7,9ec,3f39
9f8,9ed,3f39
9f9,9ee,3f39
9fa,9ef,3f39
9fb,9f0,3f39
9fc,9f1,3f39
9fd,9f2,3f38
9fe,9f3,3f38
9ff,9f4,3f38
a00,9f5,3f38
a01,9f6,3f38
a02,9f7,3f38
a03,9f8,3f37
a04,9f9,3f37
a05,9fa,3f37
a06,9fb,3f37
a07,9fc,3f37
a08,9fd,3f37
a09,9fe,3f37
a0a,9ff,3f36
a0b,a00,3f36
a0c,a01,3f36
a0d,a02,3f36
a0e,a03,3f36
a0f,a04,3f36
a10,a05,3f35
a11,a06,3f35
a12,a07,3f35
a13,a08,3f35
a14,a09,3f35
a15,a0a,3f35
a16,a0b,3f34
a17,a0c,3f34
a18,a0d,3f34
a19,a0e,3f34
a1a,a0f,3f34
a1b,a10,3f34
a1c,a11,3f34
a1d,a12,3f33
a1e,a13,3f33
a1f,a14,3f33
a20,a15,3f33
a21,a16,3f33
a22,a17,3f33
a23,a18,3f32
a24,a19,3f32
a25,a1a,3f32
a26,a1b,3f32
a27,a1c,3f32
a28,a1d,3f32
a29,a1e,3f31
a2a,a1f,3f31
a2b,a20,3f31
a2c,a21,3f31
a2d,a22,3f31
a2e,a23,3f31
a2f,a24,3f31
a30,a25,3f30
a31,a25,3f30
a32,a26,3f30
a33,a27,3f30
a34,a28,3f30
a35,a29,3f30
a36,a2a,3f2f
a37,a2b,3f2f
a38,a2c,3f2f
a39,a2d,3f2f
a3a,a2e,3f2f
a3b,a2f,3f2f
a3c,a30,3f2e
a3d,a31,3f2e
a3e,a32,3f2e
a3f,a33,3f2e
a40,a34,3f2e
a41,a35,3f2e
a42,a36,3f2e
a43,a37,3f2d
a44,a38,3f2d
a45,a39,3f2d
a46,a3a,3f2d
a47,a3b,3f2d
a48,a3c,3f2d
a49,a3d,3f2c
a4a,a3e,3f2c
a4b,a3f,3f2c
a4c,a40,3f2c
a4d,a41,3f2c
a4e,a42,3f2c
a4f,a43,3f2b
a50,a44,3f2b
a51,a45,3f2b
a52,a46,3f2b
a53,a47,3f2b
a54,a48,3f2b
a55,a49,3f2a
a56,a4a,3f2a
a57,a4b,3f2a
a58,a4c,3f2a
a59,a4d,3f2a
a5a,a4e,3f2a
a5b,a4f,3f29
a5c,a50,3f29
a5d,a51,3f29
a5e,a52,3f29
a5f,a53,3f29
a60,a54,3f29
a61,a55,3f29
a62,a56,3f28
a63,a57,3f28
a64,a58,3f28
