angle,sin,cos
86bc30,86b5f7,ffdc8c0
86e340,86dd02,ffdc777
870a50,87040c,ffdc62e
873160,872b17,ffdc4e4
875870,875221,ffdc39a
877f80,87792c,ffdc24f
87a690,87a037,ffdc104
87cda0,87c741,ffdbfb9
87f4b0,87ee4c,ffdbe6d
881bc0,881556,ffdbd21
8842d0,883c60,ffdbbd5
8869e0,88636b,ffdba88
8890f0,888a75,ffdb93b
88b800,88b180,ffdb7ed
88df10,88d88a,ffdb69f
890620,88ff95,ffdb551
892d30,89269f,ffdb402
895440,894da9,ffdb2b3
897b50,8974b4,ffdb164
89a260,899bbe,ffdb014
89c970,89c2c9,ffdaec4
89f080,89e9d3,ffdad74
8a1790,8a10dd,ffdac23
8a3ea0,8a37e7,ffdaad1
8a65b0,8a5ef2,ffda980
8a8cc0,8a85fc,ffda82e
8ab3d0,8aad06,ffda6db
8adae0,8ad411,ffda589
8b01f0,8afb1b,ffda436
8b2900,8b2225,ffda2e2
8b5010,8b492f,ffda18e
8b7720,8b703a,ffda03a
8b9e30,8b9744,ffd9ee5
8bc540,8bbe4e,ffd9d90
8bec50,8be558,ffd9c3b
8c1360,8c0c62,ffd9ae5
8c3a70,8c336c,ffd998f
8c6180,8c5a77,ffd9839
8c8890,8c8181,ffd96e2
8cafa0,8ca88b,ffd958b
8cd6b0,8ccf95,ffd9433
8cfdc0,8cf69f,ffd92db
8d24d0,8d1da9,ffd9183
8d4be0,8d44b3,ffd902a
8d72f0,8d6bbd,ffd8ed1
8d9a00,8d92c7,ffd8d77
8dc110,8db9d1,ffd8c1e
8de820,8de0db,ffd8ac3
8e0f30,8e07e5,ffd8969
8e3640,8e2eef,ffd880e
8e5d50,8e55f9,ffd86b3
8e8460,8e7d03,ffd8557
8eab70,8ea40d,ffd83fb
8ed280,8ecb17,ffd829e
8ef990,8ef221,ffd8142
8f20a0,8f192b,ffd7fe4
8f47b0,8f4035,ffd7e87
8f6ec0,8f673f,ffd7d29
8f95d0,8f8e48,ffd7bcb
8fbce0,8fb552,ffd7a6c
8fe3f0,8fdc5c,ffd790d
900b00,900366,ffd77ae
903210,902a70,ffd764e
905920,905179,ffd74ee
908030,907883,ffd738d
90a740,909f8d,ffd722c
90ce50,90c697,ffd70cb
90f560,90eda1,ffd6f69
911c70,9114aa,ffd6e07
914380,913bb4,ffd6ca5
916a90,9162be,ffd6b42
9191a0,9189c7,ffd69df
91b8b0,91b0d1,ffd687c
91dfc0,91d7db,ffd6718
9206d0,91fee4,ffd65b3
922de0,9225ee,ffd644f
9254f0,924cf8,ffd62ea
927c00,927401,ffd6184
92a310,929b0b,ffd601f
92ca20,92c214,ffd5eb9
92f130,92e91e,ffd5d52
931840,931028,ffd5beb
933f50,933731,ffd5a84
936660,935e3b,ffd591c
938d70,938544,ffd57b4
93b480,93ac4e,ffd564c
93db90,93d357,ffd54e3
9402a0,93fa61,ffd537a
9429b0,94216a,ffd5211
9450c0,944874,ffd50a7
9477d0,946f7d,ffd4f3d
949ee0,949686,ffd4dd2
94c5f0,94bd90,ffd4c67
94ed00,94e499,ffd4afc
951410,950ba3,ffd4990
953b20,9532ac,ffd4824
956230,9559b5,ffd46b8
958940,9580bf,ffd454b
95b050,95a7c8,ffd43de
95d760,95ced1,ffd4270
95fe70,95f5db,ffd4102
962580,961ce4,ffd3f94
964c90,9643ed,ffd3e25
9673a0,966af6,ffd3cb6
969ab0,969200,ffd3b47
96c1c0,96b909,ffd39d7
96e8d0,96e012,ffd3867
970fe0,97071b,ffd36f6
9736f0,972e25,ffd3585
975e00,97552e,ffd3414
978510,977c37,ffd32a3
97ac20,97a340,ffd3130
97d330,97ca49,ffd2fbe
97fa40,97f152,ffd2e4b
982150,98185b,ffd2cd8
984860,983f65,ffd2b65
986f70,98666e,ffd29f1
989680,988d77,ffd287d
98bd90,98b480,ffd2708
98e4a0,98db89,ffd2593
990bb0,990292,ffd241e
9932c0,99299b,ffd22a8
9959d0,9950a4,ffd2132
9980e0,9977ad,ffd1fbb
99a7f0,999eb6,ffd1e44
99cf00,99c5bf,ffd1ccd
99f610,99ecc8,ffd1b55
9a1d20,9a13d1,ffd19dd
9a4430,9a3ada,ffd1865
9a6b40,9a61e2,ffd16ec
9a9250,9a88eb,ffd1573
9ab960,9aaff4,ffd13fa
9ae070,9ad6fd,ffd1280
9b0780,9afe06,ffd1106
9b2e90,9b250f,ffd0f8b
9b55a0,9b4c18,ffd0e10
9b7cb0,9b7320,ffd0c95
9ba3c0,9b9a29,ffd0b19
9bcad0,9bc132,ffd099d
9bf1e0,9be83b,ffd0821
9c18f0,9c0f43,ffd06a4
9c4000,9c364c,ffd0527
9c6710,9c5d55,ffd03a9
9c8e20,9c845e,ffd022b
9cb530,9cab66,ffd00ad
9cdc40,9cd26f,ffcff2e
9d0350,9cf978,ffcfdaf
9d2a60,9d2080,ffcfc30
9d5170,9d4789,ffcfab0
9d7880,9d6e91,ffcf930
9d9f90,9d959a,ffcf7af
9dc6a0,9dbca3,ffcf62e
9dedb0,9de3ab,ffcf4ad
9e14c0,9e0ab4,ffcf32b
9e3bd0,9e31bc,ffcf1a9
9e62e0,9e58c5,ffcf027
9e89f0,9e7fcd,ffceea4
9eb100,9ea6d6,ffced21
9ed810,9ecdde,ffceb9d
9eff20,9ef4e7,ffcea1a
9f2630,9f1bef,ffce895
9f4d40,9f42f8,ffce711
9f7450,9f6a00,ffce58c
9f9b60,9f9109,ffce406
9fc270,9fb811,ffce281
9fe980,9fdf19,ffce0fa
a01090,a00622,ffcdf74
a037a0,a02d2a,ffcdded
a05eb0,a05433,ffcdc66
a085c0,a07b3b,ffcdade
a0acd0,a0a243,ffcd956
a0d3e0,a0c94b,ffcd7ce
a0faf0,a0f054,ffcd645
a12200,a1175c,ffcd4bc
a14910,a13e64,ffcd333
a17020,a1656c,ffcd1a9
a19730,a18c75,ffcd01e
a1be40,a1b37d,ffcce94
a1e550,a1da85,ffccd09
a20c60,a2018d,ffccb7e
a23370,a22895,ffcc9f2
a25a80,a24f9e,ffcc866
a28190,a276a6,ffcc6d9
a2a8a0,a29dae,ffcc54d
a2cfb0,a2c4b6,ffcc3bf
a2f6c0,a2ebbe,ffcc232
a31dd0,a312c6,ffcc0a4
a344e0,a339ce,ffcbf15
a36bf0,a360d6,ffcbd87
a39300,a387de,ffcbbf8
a3ba10,a3aee6,ffcba68
a3e120,a3d5ee,ffcb8d9
a40830,a3fcf6,ffcb748
a42f40,a423fe,ffcb5b8
a45650,a44b06,ffcb427
a47d60,a4720e,ffcb296
a4a470,a49916,ffcb104
a4cb80,a4c01e,ffcaf72
a4f290,a4e726,ffcaddf
a519a0,a50e2e,ffcac4d
a540b0,a53536,ffcaaba
a567c0,a55c3e,ffca926
a58ed0,a58345,ffca792
a5b5e0,a5aa4d,ffca5fe
a5dcf0,a5d155,ffca469
a60400,a5f85d,ffca2d4
a62b10,a61f65,ffca13f
a65220,a6466c,ffc9fa9
a67930,a66d74,ffc9e13
a6a040,a6947c,ffc9c7c
a6c750,a6bb84,ffc9ae6
a6ee60,a6e28b,ffc994e
a71570,a70993,ffc97b7
a73c80,a7309b,ffc961f
a76390,a757a2,ffc9486
a78aa0,a77eaa,ffc92ee
a7b1b0,a7a5b2,ffc9154
a7d8c0,a7ccb9,ffc8fbb
a7ffd0,a7f3c1,ffc8e21
a826e0,a81ac8,ffc8c87
a84df0,a841d0,ffc8aec
a87500,a868d8,ffc8951
a89c10,a88fdf,ffc87b6
a8c320,a8b6e7,ffc861a
a8ea30,a8ddee,ffc847e
a91140,a904f6,ffc82e2
a93850,a92bfd,ffc8145
a95f60,a95304,ffc7fa8
a98670,a97a0c,ffc7e0a
a9ad80,a9a113,ffc7c6c
a9d490,a9c81b,ffc7ace
a9fba0,a9ef22,ffc792f
aa22b0,aa162a,ffc7790
aa49c0,aa3d31,ffc75f1
aa70d0,aa6438,ffc7451
aa97e0,aa8b40,ffc72b1
aabef0,aab247,ffc7110
aae600,aad94e,ffc6f6f
ab0d10,ab0056,ffc6dce
ab3420,ab275d,ffc6c2c
ab5b30,ab4e64,ffc6a8a
ab8240,ab756b,ffc68e8
aba950,ab9c73,ffc6745
abd060,abc37a,ffc65a2
abf770,abea81,ffc63fe
ac1e80,ac1188,ffc625a
ac4590,ac388f,ffc60b6
ac6ca0,ac5f96,ffc5f11
ac93b0,ac869e,ffc5d6c
acbac0,acada5,ffc5bc7
ace1d0,acd4ac,ffc5a21
ad08e0,acfbb3,ffc587b
ad2ff0,ad22ba,ffc56d5
ad5700,ad49c1,ffc552e
ad7e10,ad70c8,ffc5387
ada520,ad97cf,ffc51df
adcc30,adbed6,ffc5037
adf340,ade5dd,ffc4e8f
ae1a50,ae0ce4,ffc4ce6
ae4160,ae33eb,ffc4b3d
ae6870,ae5af2,ffc4993
ae8f80,ae81f9,ffc47e9
aeb690,aea900,ffc463f
aedda0,aed007,ffc4494
af04b0,aef70e,ffc42ea
af2bc0,af1e14,ffc413e
af52d0,af451b,ffc3f92
af79e0,af6c22,ffc3de6
afa0f0,af9329,ffc3c3a
afc800,afba30,ffc3a8d
afef10,afe136,ffc38e0
b01620,b0083d,ffc3732
b03d30,b02f44,ffc3584
b06440,b0564b,ffc33d6
b08b50,b07d51,ffc3227
b0b260,b0a458,ffc3078
b0d970,b0cb5f,ffc2ec9
b10080,b0f266,ffc2d19
b12790,b1196c,ffc2b69
b14ea0,b14073,ffc29b8
b175b0,b16779,ffc2807
b19cc0,b18e80,ffc2656
b1c3d0,b1b587,ffc24a4
b1eae0,b1dc8d,ffc22f2
b211f0,b20394,ffc2140
b23900,b22a9a,ffc1f8d
b26010,b251a1,ffc1dda
b28720,b278a7,ffc1c26
b2ae30,b29fae,ffc1a72
b2d540,b2c6b4,ffc18be
b2fc50,b2edbb,ffc170a
b32360,b314c1,ffc1555
b34a70,b33bc8,ffc139f
b37180,b362ce,ffc11e9
b39890,b389d4,ffc1033
b3bfa0,b3b0db,ffc0e7d
b3e6b0,b3d7e1,ffc0cc6
b40dc0,b3fee8,ffc0b0f
b434d0,b425ee,ffc0957
b45be0,b44cf4,ffc079f
b482f0,b473fb,ffc05e7
b4aa00,b49b01,ffc042e
b4d110,b4c207,ffc0275
b4f820,b4e90d,ffc00bb
b51f30,b51014,ffbff01
b54640,b5371a,ffbfd47
b56d50,b55e20,ffbfb8c
b59460,b58526,ffbf9d2
b5bb70,b5ac2c,ffbf816
b5e280,b5d332,ffbf65a
b60990,b5fa39,ffbf49e
b630a0,b6213f,ffbf2e2
b657b0,b64845,ffbf125
b67ec0,b66f4b,ffbef68
b6a5d0,b69651,ffbedaa
b6cce0,b6bd57,ffbebec
b6f3f0,b6e45d,ffbea2e
b71b00,b70b63,ffbe86f
b74210,b73269,ffbe6b0
b76920,b7596f,ffbe4f1
b79030,b78075,ffbe331
b7b740,b7a77b,ffbe171
b7de50,b7ce81,ffbdfb0
b80560,b7f587,ffbddef
b82c70,b81c8d,ffbdc2e
b85380,b84393,ffbda6c
b87a90,b86a99,ffbd8aa
b8a1a0,b8919e,ffbd6e8
b8c8b0,b8b8a4,ffbd525
b8efc0,b8dfaa,ffbd362
b916d0,b906b0,ffbd19e
b93de0,b92db6,ffbcfda
b964f0,b954bb,ffbce16
b98c00,b97bc1,ffbcc51
b9b310,b9a2c7,ffbca8c
b9da20,b9c9cd,ffbc8c7
ba0130,b9f0d2,ffbc701
ba2840,ba17d8,ffbc53b
ba4f50,ba3ede,ffbc375
ba7660,ba65e3,ffbc1ae
ba9d70,ba8ce9,ffbbfe6
bac480,bab3ef,ffbbe1f
baeb90,badaf4,ffbbc57
bb12a0,bb01fa,ffbba8e
bb39b0,bb28ff,ffbb8c6
bb60c0,bb5005,ffbb6fd
bb87d0,bb770a,ffbb533
bbaee0,bb9e10,ffbb369
bbd5f0,bbc515,ffbb19f
bbfd00,bbec1b,ffbafd4
bc2410,bc1320,ffbae09
bc4b20,bc3a26,ffbac3e
bc7230,bc612b,ffbaa72
bc9940,bc8831,ffba8a6
bcc050,bcaf36,ffba6da
bce760,bcd63b,ffba50d
bd0e70,bcfd41,ffba340
bd3580,bd2446,ffba172
bd5c90,bd4b4b,ffb9fa4
bd83a0,bd7251,ffb9dd6
bdaab0,bd9956,ffb9c07
bdd1c0,bdc05b,ffb9a38
bdf8d0,bde760,ffb9869
be1fe0,be0e66,ffb9699
be46f0,be356b,ffb94c9
be6e00,be5c70,ffb92f8
be9510,be8375,ffb9127
bebc20,beaa7a,ffb8f56
bee330,bed180,ffb8d84
bf0a40,bef885,ffb8bb2
bf3150,bf1f8a,ffb89e0
bf5860,bf468f,ffb880d
bf7f70,bf6d94,ffb863a
bfa680,bf9499,ffb8466
bfcd90,bfbb9e,ffb8292
bff4a0,bfe2a3,ffb80be
c01bb0,c009a8,ffb7ee9
c042c0,c030ad,ffb7d14
c069d0,c057b2,ffb7b3f
c090e0,c07eb7,ffb7969
c0b7f0,c0a5bc,ffb7793
c0df00,c0ccc1,ffb75bc
c10610,c0f3c6,ffb73e6
c12d20,c11acb,ffb720e
c15430,c141d0,ffb7037
c17b40,c168d5,ffb6e5f
c1a250,c18fd9,ffb6c86
c1c960,c1b6de,ffb6aad
c1f070,c1dde3,ffb68d4
c21780,c204e8,ffb66fb
c23e90,c22bed,ffb6521
c265a0,c252f1,ffb6347
c28cb0,c279f6,ffb616c
c2b3c0,c2a0fb,ffb5f91
c2dad0,c2c7ff,ffb5db6
c301e0,c2ef04,ffb5bda
c328f0,c31609,ffb59fe
c35000,c33d0d,ffb5822
c37710,c36412,ffb5645
c39e20,c38b17,ffb5467
c3c530,c3b21b,ffb528a
c3ec40,c3d920,ffb50ac
c41350,c40024,ffb4ece
c43a60,c42729,ffb4cef
c46170,c44e2d,ffb4b10
c48880,c47532,ffb4930
c4af90,c49c36,ffb4751
c4d6a0,c4c33b,ffb4570
c4fdb0,c4ea3f,ffb4390
c524c0,c51144,ffb41af
c54bd0,c53848,ffb3fce
c572e0,c55f4d,ffb3dec
c599f0,c58651,ffb3c0a
c5c100,c5ad55,ffb3a27
c5e810,c5d45a,ffb3845
c60f20,c5fb5e,ffb3661
c63630,c62262,ffb347e
c65d40,c64967,ffb329a
c68450,c6706b,ffb30b6
c6ab60,c6976f,ffb2ed1
c6d270,c6be73,ffb2cec
c6f980,c6e577,ffb2b07
c72090,c70c7c,ffb2921
c747a0,c73380,ffb273b
c76eb0,c75a84,ffb2554
c795c0,c78188,ffb236d
c7bcd0,c7a88c,ffb2186
c7e3e0,c7cf90,ffb1f9e
c80af0,c7f694,ffb1db6
c83200,c81d99,ffb1bce
c85910,c8449d,ffb19e5
c88020,c86ba1,ffb17fc
c8a730,c892a5,ffb1613
c8ce40,c8b9a9,ffb1429
c8f550,c8e0ad,ffb123f
c91c60,c907b1,ffb1054
c94370,c92eb4,ffb0e69
c96a80,c955b8,ffb0c7e
c99190,c97cbc,ffb0a92
c9b8a0,c9a3c0,ffb08a6
c9dfb0,c9cac4,ffb06b9
ca06c0,c9f1c8,ffb04cc
ca2dd0,ca18cc,ffb02df
ca54e0,ca3fd0,ffb00f2
ca7bf0,ca66d3,ffaff04
caa300,ca8dd7,ffafd15
caca10,cab4db,ffafb27
caf120,cadbdf,ffaf938
cb1830,cb02e2,ffaf748
cb3f40,cb29e6,ffaf558
cb6650,cb50ea,ffaf368
cb8d60,cb77ed,ffaf178
cbb470,cb9ef1,ffaef87
cbdb80,cbc5f5,ffaed95
cc0290,cbecf8,ffaeba4
cc29a0,cc13fc,ffae9b2
cc50b0,cc3aff,ffae7bf
cc77c0,cc6203,ffae5cc
cc9ed0,cc8906,ffae3d9
ccc5e0,ccb00a,ffae1e6
ccecf0,ccd70e,ffadff2
cd1400,ccfe11,ffaddfd
cd3b10,cd2514,ffadc09
cd6220,cd4c18,ffada14
cd8930,cd731b,ffad81e
cdb040,cd9a1f,ffad629
cdd750,cdc122,ffad432
cdfe60,cde825,ffad23c
ce2570,ce0f29,ffad045
ce4c80,ce362c,fface4e
ce7390,ce5d2f,ffacc56
ce9aa0,ce8433,ffaca5e
cec1b0,ceab36,ffac866
cee8c0,ced239,ffac66d
cf0fd0,cef93c,ffac474
cf36e0,cf2040,ffac27a
cf5df0,cf4743,ffac081
cf8500,cf6e46,ffabe86
cfac10,cf9549,ffabc8c
cfd320,cfbc4c,ffaba91
cffa30,cfe350,ffab895
d02140,d00a53,ffab69a
d04850,d03156,ffab49e
d06f60,d05859,ffab2a1
d09670,d07f5c,ffab0a4
d0bd80,d0a65f,ffaaea7
d0e490,d0cd62,ffaaca9
d10ba0,d0f465,ffaaaac
d132b0,d11b68,ffaa8ad
d159c0,d1426b,ffaa6ae
d180d0,d1696e,ffaa4af
d1a7e0,d19071,ffaa2b0
d1cef0,d1b773,ffaa0b0
d1f600,d1de76,ffa9eb0
d21d10,d20579,ffa9caf
d24420,d22c7c,ffa9aae
d26b30,d2537f,ffa98ad
d29240,d27a82,ffa96ab
d2b950,d2a184,ffa94a9
d2e060,d2c887,ffa92a7
d30770,d2ef8a,ffa90a4
d32e80,d3168d,ffa8ea1
d35590,d33d8f,ffa8c9e
d37ca0,d36492,ffa8a9a
d3a3b0,d38b95,ffa8895
d3cac0,d3b297,ffa8691
d3f1d0,d3d99a,ffa848c
d418e0,d4009d,ffa8286
d43ff0,d4279f,ffa8080
d46700,d44ea2,ffa7e7a
d48e10,d475a4,ffa7c74
d4b520,d49ca7,ffa7a6d
d4dc30,d4c3a9,ffa7866
d50340,d4eaac,ffa765e
d52a50,d511ae,ffa7456
d55160,d538b1,ffa724e
d57870,d55fb3,ffa7045
d59f80,d586b6,ffa6e3c
d5c690,d5adb8,ffa6c32
d5eda0,d5d4ba,ffa6a28
d614b0,d5fbbd,ffa681e
d63bc0,d622bf,ffa6614
d662d0,d649c1,ffa6409
d689e0,d670c4,ffa61fd
d6b0f0,d697c6,ffa5ff2
d6d800,d6bec8,ffa5de5
d6ff10,d6e5ca,ffa5bd9
d72620,d70ccd,ffa59cc
d74d30,d733cf,ffa57bf
d77440,d75ad1,ffa55b1
d79b50,d781d3,ffa53a3
d7c260,d7a8d5,ffa5195
d7e970,d7cfd7,ffa4f86
d81080,d7f6da,ffa4d77
d83790,d81ddc,ffa4b68
d85ea0,d844de,ffa4958
d885b0,d86be0,ffa4748
d8acc0,d892e2,ffa4537
d8d3d0,d8b9e4,ffa4326
d8fae0,d8e0e6,ffa4115
d921f0,d907e8,ffa3f03
d94900,d92eea,ffa3cf1
d97010,d955ec,ffa3adf
d99720,d97ced,ffa38cc
d9be30,d9a3ef,ffa36b9
d9e540,d9caf1,ffa34a5
da0c50,d9f1f3,ffa3292
da3360,da18f5,ffa307d
da5a70,da3ff7,ffa2e69
da8180,da66f8,ffa2c54
daa890,da8dfa,ffa2a3e
dacfa0,dab4fc,ffa2828
daf6b0,dadbfe,ffa2612
db1dc0,db02ff,ffa23fc
db44d0,db2a01,ffa21e5
db6be0,db5103,ffa1fce
db92f0,db7804,ffa1db6
dbba00,db9f06,ffa1b9e
dbe110,dbc608,ffa1986
dc0820,dbed09,ffa176d
dc2f30,dc140b,ffa1554
dc5640,dc3b0c,ffa133a
dc7d50,dc620e,ffa1120
dca460,dc890f,ffa0f06
dccb70,dcb011,ffa0cec
dcf280,dcd712,ffa0ad1
dd1990,dcfe14,ffa08b5
dd40a0,dd2515,ffa069a
dd67b0,dd4c17,ffa047d
dd8ec0,dd7318,ffa0261
ddb5d0,dd9a19,ffa0044
dddce0,ddc11b,ff9fe27
de03f0,dde81c,ff9fc09
de2b00,de0f1d,ff9f9eb
de5210,de361f,ff9f7cd
de7920,de5d20,ff9f5ae
dea030,de8421,ff9f38f
dec740,deab22,ff9f170
deee50,ded224,ff9ef50
df1560,def925,ff9ed30
df3c70,df2026,ff9eb0f
df6380,df4727,ff9e8ee
df8a90,df6e28,ff9e6cd
dfb1a0,df9529,ff9e4ab
dfd8b0,dfbc2a,ff9e289
dfffc0,dfe32b,ff9e067
e026d0,e00a2c,ff9de44
e04de0,e0312d,ff9dc21
e074f0,e0582e,ff9d9fe
e09c00,e07f2f,ff9d7da
e0c310,e0a630,ff9d5b5
e0ea20,e0cd31,ff9d391
e11130,e0f432,ff9d16c
e13840,e11b33,ff9cf46
e15f50,e14234,ff9cd21
e18660,e16935,ff9cafa
e1ad70,e19036,ff9c8d4
e1d480,e1b736,ff9c6ad
e1fb90,e1de37,ff9c486
e222a0,e20538,ff9c25e
e249b0,e22c39,ff9c036
e270c0,e2533a,ff9be0e
e297d0,e27a3a,ff9bbe5
e2bee0,e2a13b,ff9b9bc
e2e5f0,e2c83c,ff9b792
e30d00,e2ef3c,ff9b569
e33410,e3163d,ff9b33e
e35b20,e33d3e,ff9b114
e38230,e3643e,ff9aee9
e3a940,e38b3f,ff9acbe
e3d050,e3b23f,ff9aa92
e3f760,e3d940,ff9a866
e41e70,e40040,ff9a639
e44580,e42741,ff9a40c
e46c90,e44e41,ff9a1df
e493a0,e47542,ff99fb2
e4bab0,e49c42,ff99d84
e4e1c0,e4c342,ff99b55
e508d0,e4ea43,ff99927
e52fe0,e51143,ff996f8
e556f0,e53844,ff994c8
e57e00,e55f44,ff99298
e5a510,e58644,ff99068
e5cc20,e5ad44,ff98e38
e5f330,e5d445,ff98c07
e61a40,e5fb45,ff989d5
e64150,e62245,ff987a4
e66860,e64945,ff98572
e68f70,e67046,ff9833f
e6b680,e69746,ff9810d
e6dd90,e6be46,ff97ed9
e704a0,e6e546,ff97ca6
e72bb0,e70c46,ff97a72
e752c0,e73346,ff9783e
e779d0,e75a46,ff97609
e7a0e0,e78146,ff973d4
e7c7f0,e7a846,ff9719f
e7ef00,e7cf46,ff96f69
e81610,e7f646,ff96d33
e83d20,e81d46,ff96afc
e86430,e84446,ff968c5
e88b40,e86b46,ff9668e
e8b250,e89246,ff96457
e8d960,e8b946,ff9621f
e90070,e8e045,ff95fe6
e92780,e90745,ff95dae
e94e90,e92e45,ff95b74
e975a0,e95545,ff9593b
e99cb0,e97c45,ff95701
e9c3c0,e9a344,ff954c7
e9ead0,e9ca44,ff9528c
ea11e0,e9f144,ff95051
ea38f0,ea1843,ff94e16
ea6000,ea3f43,ff94bda
ea8710,ea6643,ff9499e
eaae20,ea8d42,ff94762
ead530,eab442,ff94525
eafc40,eadb41,ff942e8
eb2350,eb0241,ff940aa
eb4a60,eb2940,ff93e6c
eb7170,eb5040,ff93c2e
eb9880,eb773f,ff939ef
ebbf90,eb9e3f,ff937b0
ebe6a0,ebc53e,ff93571
ec0db0,ebec3e,ff93331
ec34c0,ec133d,ff930f1
ec5bd0,ec3a3c,ff92eb0
ec82e0,ec613c,ff92c6f
eca9f0,ec883b,ff92a2e
ecd100,ecaf3a,ff927ec
ecf810,ecd63a,ff925aa
ed1f20,ecfd39,ff92368
ed4630,ed2438,ff92125
ed6d40,ed4b37,ff91ee2
ed9450,ed7237,ff91c9f
edbb60,ed9936,ff91a5b
ede270,edc035,ff91816
ee0980,ede734,ff915d2
ee3090,ee0e33,ff9138d
ee57a0,ee3532,ff91147
ee7eb0,ee5c31,ff90f02
eea5c0,ee8330,ff90cbb
eeccd0,eeaa2f,ff90a75
eef3e0,eed12e,ff9082e
ef1af0,eef82d,ff905e7
ef4200,ef1f2c,ff9039f
ef6910,ef462b,ff90157
ef9020,ef6d2a,ff8ff0f
efb730,ef9429,ff8fcc6
efde40,efbb28,ff8fa7d
f00550,efe227,ff8f834
f02c60,f00926,ff8f5ea
f05370,f03024,ff8f3a0
f07a80,f05723,ff8f155
f0a190,f07e22,ff8ef0a
f0c8a0,f0a521,ff8ecbf
f0efb0,f0cc1f,ff8ea73
f116c0,f0f31e,ff8e827
f13dd0,f11a1d,ff8e5db
f164e0,f1411b,ff8e38e
f18bf0,f1681a,ff8e141
f1b300,f18f19,ff8def3
f1da10,f1b617,ff8dca5
f20120,f1dd16,ff8da57
f22830,f20414,ff8d808
f24f40,f22b13,ff8d5b9
f27650,f25211,ff8d36a
f29d60,f27910,ff8d11a
f2c470,f2a00e,ff8ceca
f2eb80,f2c70d,ff8cc79
f31290,f2ee0b,ff8ca28
f339a0,f31509,ff8c7d7
f360b0,f33c08,ff8c585
f387c0,f36306,ff8c333
f3aed0,f38a04,ff8c0e1
f3d5e0,f3b103,ff8be8e
f3fcf0,f3d801,ff8bc3b
f42400,f3feff,ff8b9e7
f44b10,f425fe,ff8b794
f47220,f44cfc,ff8b53f
f49930,f473fa,ff8b2eb
f4c040,f49af8,ff8b096
f4e750,f4c1f6,ff8ae40
f50e60,f4e8f4,ff8abeb
f53570,f50ff2,ff8a995
f55c80,f536f1,ff8a73e
f58390,f55def,ff8a4e7
f5aaa0,f584ed,ff8a290
f5d1b0,f5abeb,ff8a038
f5f8c0,f5d2e9,ff89de0
f61fd0,f5f9e7,ff89b88
f646e0,f620e4,ff8992f
f66df0,f647e2,ff896d6
f69500,f66ee0,ff8947d
f6bc10,f695de,ff89223
f6e320,f6bcdc,ff88fc9
f70a30,f6e3da,ff88d6e
f73140,f70ad8,ff88b13
f75850,f731d5,ff888b8
f77f60,f758d3,ff8865c
f7a670,f77fd1,ff88400
f7cd80,f7a6cf,ff881a4
f7f490,f7cdcc,ff87f47
f81ba0,f7f4ca,ff87cea
f842b0,f81bc8,ff87a8c
f869c0,f842c5,ff8782e
f890d0,f869c3,ff875d0
f8b7e0,f890c0,ff87371
f8def0,f8b7be,ff87112
f90600,f8debc,ff86eb3
f92d10,f905b9,ff86c53
f95420,f92cb7,ff869f3
f97b30,f953b4,ff86792
f9a240,f97ab1,ff86532
f9c950,f9a1af,ff862d0
f9f060,f9c8ac,ff8606f
fa1770,f9efaa,ff85e0d
fa3e80,fa16a7,ff85baa
fa6590,fa3da4,ff85948
fa8ca0,fa64a2,ff856e4
fab3b0,fa8b9f,ff85481
fadac0,fab29c,ff8521d
fb01d0,fad999,ff84fb9
fb28e0,fb0097,ff84d54
fb4ff0,fb2794,ff84aef
fb7700,fb4e91,ff8488a
fb9e10,fb758e,ff84624
fbc520,fb9c8b,ff843be
fbec30,fbc388,ff84158
fc1340,fbea86,ff83ef1
fc3a50,fc1183,ff83c89
fc6160,fc3880,ff83a22
fc8870,fc5f7d,ff837ba
fcaf80,fc867a,ff83552
fcd690,fcad77,ff832e9
fcfda0,fcd474,ff83080
fd24b0,fcfb70,ff82e16
fd4bc0,fd226d,ff82bad
fd72d0,fd496a,ff82942
fd99e0,fd7067,ff826d8
fdc0f0,fd9764,ff8246d
fde800,fdbe61,ff82202
fe0f10,fde55d,ff81f96
fe3620,fe0c5a,ff81d2a
fe5d30,fe3357,ff81abd
fe8440,fe5a54,ff81851
feab50,fe8150,ff815e3
fed260,fea84d,ff81376
fef970,fecf4a,ff81108
ff2080,fef646,ff80e9a
ff4790,ff1d43,ff80c2b
ff6ea0,ff443f,ff809bc
ff95b0,ff6b3c,ff8074d
ffbcc0,ff9239,ff804dd
ffe3d0,ffb935,ff8026d
1000ae0,ffe032,ff7fffc
10031f0,100072e,ff7fd8b
1005900,1002e2a,ff7fb1a
1008010,1005527,ff7f8a8
100a720,1007c23,ff7f636
100ce30,100a320,ff7f3c4
100f540,100ca1c,ff7f151
1011c50,100f118,ff7eede
1014360,1011815,ff7ec6b
1016a70,1013f11,ff7e9f7
1019180,101660d,ff7e783
101b890,1018d09,ff7e50e
101dfa0,101b405,ff7e299
10206b0,101db02,ff7e024
1022dc0,10201fe,ff7ddae
10254d0,10228fa,ff7db38
1027be0,1024ff6,ff7d8c2
102a2f0,10276f2,ff7d64b
102ca00,1029dee,ff7d3d3
102f110,102c4ea,ff7d15c
1031820,102ebe6,ff7cee4
1033f30,10312e2,ff7cc6c
1036640,10339de,ff7c9f3
1038d50,10360da,ff7c77a
